case:concept:name,concept:name,time:timestamp,Variant,Variant index,(case) creator,(case) variant,(case) variant-index,Resource,Variant,Variant2_index,Variant3,customer,lifecycle:transition,product,responsible_section,seriousness,seriousness_2,service_level,service_type,support_section,workgroup
Case2967,Wait,23:23.0,Variant 2,2,Fluxicon Disco,Variant 2,2,Value 9,Variant 2,2,Variant 2,Value 150,complete,Value 1,Value 1,Value 1,Value 1,Value 3,Value 1,Value 1,Value 1
Case2967,Resolve ticket,22:55.0,Variant 2,2,Fluxicon Disco,Variant 2,2,Value 9,Variant 2,2,Variant 2,Value 150,complete,Value 1,Value 1,Value 1,Value 1,Value 3,Value 1,Value 1,Value 1
Case2967,Closed,37:20.0,Variant 2,2,Fluxicon Disco,Variant 2,2,Value 5,Variant 2,2,Variant 2,Value 150,complete,Value 1,Value 1,Value 1,Value 1,Value 3,Value 1,Value 1,Value 1
Case2968,Assign seriousness,40:30.0,Variant 2,2,Fluxicon Disco,Variant 2,2,Value 1,Variant 2,2,Variant 2,Value 364,complete,Value 1,Value 1,Value 1,Value 2,Value 3,Value 1,Value 1,Value 1
Case2968,Take in charge ticket,41:00.0,Variant 2,2,Fluxicon Disco,Variant 2,2,Value 2,Variant 2,2,Variant 2,Value 364,complete,Value 1,Value 1,Value 1,Value 2,Value 3,Value 1,Value 1,Value 1
Case2968,Wait,44:28.0,Variant 2,2,Fluxicon Disco,Variant 2,2,Value 1,Variant 2,2,Variant 2,Value 364,complete,Value 1,Value 1,Value 1,Value 2,Value 3,Value 1,Value 1,Value 1
Case2968,Resolve ticket,37:59.0,Variant 2,2,Fluxicon Disco,Variant 2,2,Value 1,Variant 2,2,Variant 2,Value 364,complete,Value 1,Value 1,Value 1,Value 2,Value 3,Value 1,Value 1,Value 1
Case2968,Closed,38:11.0,Variant 2,2,Fluxicon Disco,Variant 2,2,Value 3,Variant 2,2,Variant 2,Value 364,complete,Value 1,Value 1,Value 1,Value 2,Value 3,Value 1,Value 1,Value 1
Case2969,Assign seriousness,00:59.0,Variant 1,1,Fluxicon Disco,Variant 1,1,Value 1,Variant 1,1,Variant 1,Value 103,complete,Value 2,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case2969,Take in charge ticket,07:25.0,Variant 1,1,Fluxicon Disco,Variant 1,1,Value 10,Variant 1,1,Variant 1,Value 103,complete,Value 2,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case2969,Resolve ticket,51:28.0,Variant 1,1,Fluxicon Disco,Variant 1,1,Value 1,Variant 1,1,Variant 1,Value 103,complete,Value 2,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case2969,Closed,10:23.0,Variant 1,1,Fluxicon Disco,Variant 1,1,Value 5,Variant 1,1,Variant 1,Value 103,complete,Value 2,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case297,Assign seriousness,44:37.0,Variant 1,1,Fluxicon Disco,Variant 1,1,Value 19,Variant 1,1,Variant 1,Value 135,complete,Value 3,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case297,Take in charge ticket,54:40.0,Variant 1,1,Fluxicon Disco,Variant 1,1,Value 2,Variant 1,1,Variant 1,Value 135,complete,Value 3,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case297,Resolve ticket,10:18.0,Variant 1,1,Fluxicon Disco,Variant 1,1,Value 2,Variant 1,1,Variant 1,Value 135,complete,Value 3,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case297,Closed,50:14.0,Variant 1,1,Fluxicon Disco,Variant 1,1,Value 5,Variant 1,1,Variant 1,Value 135,complete,Value 3,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case2970,Assign seriousness,53:43.0,Variant 35,35,Fluxicon Disco,Variant 35,35,Value 4,Variant 35,35,Variant 35,Value 242,complete,Value 1,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case2970,Take in charge ticket,12:52.0,Variant 35,35,Fluxicon Disco,Variant 35,35,Value 2,Variant 35,35,Variant 35,Value 242,complete,Value 1,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case2970,Require upgrade,26:31.0,Variant 35,35,Fluxicon Disco,Variant 35,35,Value 1,Variant 35,35,Variant 35,Value 242,complete,Value 1,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case2970,Wait,58:24.0,Variant 35,35,Fluxicon Disco,Variant 35,35,Value 1,Variant 35,35,Variant 35,Value 242,complete,Value 1,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case2970,Resolve ticket,42:33.0,Variant 35,35,Fluxicon Disco,Variant 35,35,Value 1,Variant 35,35,Variant 35,Value 242,complete,Value 1,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case2970,Closed,42:51.0,Variant 35,35,Fluxicon Disco,Variant 35,35,Value 3,Variant 35,35,Variant 35,Value 242,complete,Value 1,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case2971,Assign seriousness,41:12.0,Variant 1,1,Fluxicon Disco,Variant 1,1,Value 1,Variant 1,1,Variant 1,Value 7,complete,Value 1,Value 1,Value 1,Value 2,Value 2,Value 2,Value 1,Value 2
Case2971,Take in charge ticket,10:20.0,Variant 1,1,Fluxicon Disco,Variant 1,1,Value 12,Variant 1,1,Variant 1,Value 7,complete,Value 1,Value 1,Value 1,Value 2,Value 2,Value 2,Value 1,Value 2
Case2971,Resolve ticket,51:53.0,Variant 1,1,Fluxicon Disco,Variant 1,1,Value 11,Variant 1,1,Variant 1,Value 7,complete,Value 1,Value 1,Value 1,Value 2,Value 2,Value 2,Value 1,Value 2
Case2971,Closed,52:01.0,Variant 1,1,Fluxicon Disco,Variant 1,1,Value 3,Variant 1,1,Variant 1,Value 7,complete,Value 1,Value 1,Value 1,Value 2,Value 2,Value 2,Value 1,Value 2
Case2972,Assign seriousness,25:30.0,Variant 4,4,Fluxicon Disco,Variant 4,4,Value 1,Variant 4,4,Variant 4,Value 92,complete,Value 3,Value 1,Value 1,Value 1,Value 2,Value 2,Value 1,Value 2
Case2972,Assign seriousness,27:57.0,Variant 4,4,Fluxicon Disco,Variant 4,4,Value 1,Variant 4,4,Variant 4,Value 92,complete,Value 3,Value 1,Value 1,Value 1,Value 2,Value 2,Value 1,Value 2
Case2972,Take in charge ticket,46:08.0,Variant 4,4,Fluxicon Disco,Variant 4,4,Value 16,Variant 4,4,Variant 4,Value 92,complete,Value 3,Value 1,Value 1,Value 1,Value 2,Value 2,Value 1,Value 2
Case2972,Resolve ticket,22:01.0,Variant 4,4,Fluxicon Disco,Variant 4,4,Value 16,Variant 4,4,Variant 4,Value 92,complete,Value 3,Value 1,Value 1,Value 1,Value 2,Value 2,Value 1,Value 2
Case2972,Closed,30:15.0,Variant 4,4,Fluxicon Disco,Variant 4,4,Value 5,Variant 4,4,Variant 4,Value 92,complete,Value 3,Value 1,Value 1,Value 1,Value 2,Value 2,Value 1,Value 2
Case2973,Assign seriousness,23:13.0,Variant 1,1,Fluxicon Disco,Variant 1,1,Value 1,Variant 1,1,Variant 1,Value 138,complete,Value 14,Value 1,Value 1,Value 1,Value 3,Value 1,Value 1,Value 1
Case2973,Take in charge ticket,23:30.0,Variant 1,1,Fluxicon Disco,Variant 1,1,Value 1,Variant 1,1,Variant 1,Value 138,complete,Value 14,Value 1,Value 1,Value 1,Value 3,Value 1,Value 1,Value 1
Case2973,Resolve ticket,02:14.0,Variant 1,1,Fluxicon Disco,Variant 1,1,Value 4,Variant 1,1,Variant 1,Value 138,complete,Value 14,Value 1,Value 1,Value 1,Value 3,Value 1,Value 1,Value 1
Case2973,Closed,30:31.0,Variant 1,1,Fluxicon Disco,Variant 1,1,Value 5,Variant 1,1,Variant 1,Value 138,complete,Value 14,Value 1,Value 1,Value 1,Value 3,Value 1,Value 1,Value 1
Case2974,Assign seriousness,25:52.0,Variant 1,1,Fluxicon Disco,Variant 1,1,Value 1,Variant 1,1,Variant 1,Value 161,complete,Value 1,Value 1,Value 1,Value 2,Value 2,Value 1,Value 1,Value 1
Case2974,Take in charge ticket,25:59.0,Variant 1,1,Fluxicon Disco,Variant 1,1,Value 1,Variant 1,1,Variant 1,Value 161,complete,Value 1,Value 1,Value 1,Value 2,Value 2,Value 1,Value 1,Value 1
Case2974,Resolve ticket,10:23.0,Variant 1,1,Fluxicon Disco,Variant 1,1,Value 1,Variant 1,1,Variant 1,Value 161,complete,Value 1,Value 1,Value 1,Value 2,Value 2,Value 1,Value 1,Value 1
Case2974,Closed,30:40.0,Variant 1,1,Fluxicon Disco,Variant 1,1,Value 5,Variant 1,1,Variant 1,Value 161,complete,Value 1,Value 1,Value 1,Value 2,Value 2,Value 1,Value 1,Value 1
Case2975,Assign seriousness,28:22.0,Variant 164,164,Fluxicon Disco,Variant 164,164,Value 18,Variant 183,183,Variant 183,Value 292,complete,Value 1,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case2975,Wait,52:28.0,Variant 164,164,Fluxicon Disco,Variant 164,164,Value 2,Variant 183,183,Variant 183,Value 292,complete,Value 1,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case2975,Assign seriousness,16:16.0,Variant 164,164,Fluxicon Disco,Variant 164,164,Value 2,Variant 183,183,Variant 183,Value 292,complete,Value 1,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case2975,Take in charge ticket,49:13.0,Variant 164,164,Fluxicon Disco,Variant 164,164,Value 2,Variant 183,183,Variant 183,Value 292,complete,Value 1,Value 1,Value 1,Value 2,Value 2,Value 1,Value 1,Value 1
Case2975,Wait,51:16.0,Variant 164,164,Fluxicon Disco,Variant 164,164,Value 2,Variant 183,183,Variant 183,Value 292,complete,Value 1,Value 1,Value 1,Value 2,Value 2,Value 1,Value 1,Value 1
Case2975,Wait,52:05.0,Variant 164,164,Fluxicon Disco,Variant 164,164,Value 2,Variant 183,183,Variant 183,Value 292,complete,Value 1,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case2975,Take in charge ticket,52:50.0,Variant 164,164,Fluxicon Disco,Variant 164,164,Value 2,Variant 183,183,Variant 183,Value 292,complete,Value 1,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case2975,Resolve ticket,49:56.0,Variant 164,164,Fluxicon Disco,Variant 164,164,Value 9,Variant 183,183,Variant 183,Value 292,complete,Value 1,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case2975,Closed,50:09.0,Variant 164,164,Fluxicon Disco,Variant 164,164,Value 3,Variant 183,183,Variant 183,Value 292,complete,Value 1,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case2976,Assign seriousness,03:59.0,Variant 1,1,Fluxicon Disco,Variant 1,1,Value 2,Variant 1,1,Variant 1,Value 143,complete,Value 3,Value 4,Value 1,Value 2,Value 3,Value 1,Value 3,Value 1
Case2976,Take in charge ticket,04:15.0,Variant 1,1,Fluxicon Disco,Variant 1,1,Value 2,Variant 1,1,Variant 1,Value 143,complete,Value 3,Value 4,Value 1,Value 2,Value 3,Value 1,Value 3,Value 1
Case2976,Resolve ticket,51:38.0,Variant 1,1,Fluxicon Disco,Variant 1,1,Value 2,Variant 1,1,Variant 1,Value 143,complete,Value 3,Value 4,Value 1,Value 2,Value 3,Value 1,Value 3,Value 1
Case2976,Closed,51:55.0,Variant 1,1,Fluxicon Disco,Variant 1,1,Value 5,Variant 1,1,Variant 1,Value 143,complete,Value 3,Value 4,Value 1,Value 2,Value 3,Value 1,Value 3,Value 1
Case2977,Assign seriousness,27:27.0,Variant 1,1,Fluxicon Disco,Variant 1,1,Value 2,Variant 1,1,Variant 1,Value 113,complete,Value 11,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case2977,Take in charge ticket,27:36.0,Variant 1,1,Fluxicon Disco,Variant 1,1,Value 2,Variant 1,1,Variant 1,Value 113,complete,Value 11,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case2977,Resolve ticket,07:22.0,Variant 1,1,Fluxicon Disco,Variant 1,1,Value 2,Variant 1,1,Variant 1,Value 113,complete,Value 11,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case2977,Closed,30:56.0,Variant 1,1,Fluxicon Disco,Variant 1,1,Value 5,Variant 1,1,Variant 1,Value 113,complete,Value 11,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case2978,Assign seriousness,07:00.0,Variant 2,2,Fluxicon Disco,Variant 2,2,Value 1,Variant 2,2,Variant 2,Value 245,complete,Value 1,Value 1,Value 1,Value 1,Value 3,Value 1,Value 1,Value 1
Case2978,Take in charge ticket,21:13.0,Variant 2,2,Fluxicon Disco,Variant 2,2,Value 1,Variant 2,2,Variant 2,Value 245,complete,Value 1,Value 1,Value 1,Value 1,Value 3,Value 1,Value 1,Value 1
Case2978,Wait,23:40.0,Variant 2,2,Fluxicon Disco,Variant 2,2,Value 1,Variant 2,2,Variant 2,Value 245,complete,Value 1,Value 1,Value 1,Value 1,Value 3,Value 1,Value 1,Value 1
Case2978,Resolve ticket,54:21.0,Variant 2,2,Fluxicon Disco,Variant 2,2,Value 1,Variant 2,2,Variant 2,Value 245,complete,Value 1,Value 1,Value 1,Value 1,Value 3,Value 1,Value 1,Value 1
Case2978,Closed,41:10.0,Variant 2,2,Fluxicon Disco,Variant 2,2,Value 5,Variant 2,2,Variant 2,Value 245,complete,Value 1,Value 1,Value 1,Value 1,Value 3,Value 1,Value 1,Value 1
Case2979,Assign seriousness,53:21.0,Variant 1,1,Fluxicon Disco,Variant 1,1,Value 2,Variant 1,1,Variant 1,Value 88,complete,Value 3,Value 4,Value 1,Value 1,Value 2,Value 1,Value 3,Value 3
Case2979,Take in charge ticket,53:52.0,Variant 1,1,Fluxicon Disco,Variant 1,1,Value 2,Variant 1,1,Variant 1,Value 88,complete,Value 3,Value 4,Value 1,Value 1,Value 2,Value 1,Value 3,Value 3
Case2979,Resolve ticket,53:57.0,Variant 1,1,Fluxicon Disco,Variant 1,1,Value 2,Variant 1,1,Variant 1,Value 88,complete,Value 3,Value 4,Value 1,Value 1,Value 2,Value 1,Value 3,Value 3
Case2979,Closed,00:41.0,Variant 1,1,Fluxicon Disco,Variant 1,1,Value 5,Variant 1,1,Variant 1,Value 88,complete,Value 3,Value 4,Value 1,Value 1,Value 2,Value 1,Value 3,Value 3
Case298,Assign seriousness,41:26.0,Variant 1,1,Fluxicon Disco,Variant 1,1,Value 2,Variant 1,1,Variant 1,Value 9,complete,Value 3,Value 1,Value 1,Value 4,Value 3,Value 1,Value 1,Value 1
Case298,Take in charge ticket,11:18.0,Variant 1,1,Fluxicon Disco,Variant 1,1,Value 7,Variant 1,1,Variant 1,Value 9,complete,Value 3,Value 1,Value 1,Value 4,Value 3,Value 1,Value 1,Value 1
Case298,Resolve ticket,11:26.0,Variant 1,1,Fluxicon Disco,Variant 1,1,Value 7,Variant 1,1,Variant 1,Value 9,complete,Value 3,Value 1,Value 1,Value 4,Value 3,Value 1,Value 1,Value 1
Case298,Closed,50:34.0,Variant 1,1,Fluxicon Disco,Variant 1,1,Value 5,Variant 1,1,Variant 1,Value 9,complete,Value 3,Value 1,Value 1,Value 4,Value 3,Value 1,Value 1,Value 1
Case2980,Assign seriousness,19:02.0,Variant 1,1,Fluxicon Disco,Variant 1,1,Value 2,Variant 1,1,Variant 1,Value 247,complete,Value 3,Value 1,Value 1,Value 2,Value 2,Value 1,Value 1,Value 1
Case2980,Take in charge ticket,49:15.0,Variant 1,1,Fluxicon Disco,Variant 1,1,Value 2,Variant 1,1,Variant 1,Value 247,complete,Value 3,Value 1,Value 1,Value 2,Value 2,Value 1,Value 1,Value 1
Case2980,Resolve ticket,18:29.0,Variant 1,1,Fluxicon Disco,Variant 1,1,Value 2,Variant 1,1,Variant 1,Value 247,complete,Value 3,Value 1,Value 1,Value 2,Value 2,Value 1,Value 1,Value 1
Case2980,Closed,20:45.0,Variant 1,1,Fluxicon Disco,Variant 1,1,Value 5,Variant 1,1,Variant 1,Value 247,complete,Value 3,Value 1,Value 1,Value 2,Value 2,Value 1,Value 1,Value 1
Case2981,Assign seriousness,29:21.0,Variant 165,165,Fluxicon Disco,Variant 165,165,Value 18,Variant 184,184,Variant 184,Value 60,complete,Value 1,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case2981,Assign seriousness,29:36.0,Variant 165,165,Fluxicon Disco,Variant 165,165,Value 18,Variant 184,184,Variant 184,Value 60,complete,Value 1,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case2981,Take in charge ticket,29:46.0,Variant 165,165,Fluxicon Disco,Variant 165,165,Value 18,Variant 184,184,Variant 184,Value 60,complete,Value 1,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case2981,Require upgrade,54:25.0,Variant 165,165,Fluxicon Disco,Variant 165,165,Value 18,Variant 184,184,Variant 184,Value 60,complete,Value 1,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case2981,Require upgrade,31:13.0,Variant 165,165,Fluxicon Disco,Variant 165,165,Value 9,Variant 184,184,Variant 184,Value 60,complete,Value 1,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case2981,Resolve ticket,06:18.0,Variant 165,165,Fluxicon Disco,Variant 165,165,Value 9,Variant 184,184,Variant 184,Value 60,complete,Value 1,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case2981,Closed,06:33.0,Variant 165,165,Fluxicon Disco,Variant 165,165,Value 3,Variant 184,184,Variant 184,Value 60,complete,Value 1,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case2982,Assign seriousness,22:54.0,Variant 8,8,Fluxicon Disco,Variant 8,8,Value 1,Variant 8,8,Variant 8,Value 74,complete,Value 11,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case2982,Resolve ticket,22:35.0,Variant 8,8,Fluxicon Disco,Variant 8,8,Value 2,Variant 8,8,Variant 8,Value 74,complete,Value 11,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case2982,Resolve ticket,22:35.0,Variant 8,8,Fluxicon Disco,Variant 8,8,Value 2,Variant 8,8,Variant 8,Value 74,complete,Value 11,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case2982,Closed,30:24.0,Variant 8,8,Fluxicon Disco,Variant 8,8,Value 5,Variant 8,8,Variant 8,Value 74,complete,Value 11,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case2983,Assign seriousness,27:14.0,Variant 1,1,Fluxicon Disco,Variant 1,1,Value 2,Variant 1,1,Variant 1,Value 27,complete,Value 3,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case2983,Take in charge ticket,20:13.0,Variant 1,1,Fluxicon Disco,Variant 1,1,Value 2,Variant 1,1,Variant 1,Value 27,complete,Value 3,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case2983,Resolve ticket,22:54.0,Variant 1,1,Fluxicon Disco,Variant 1,1,Value 2,Variant 1,1,Variant 1,Value 27,complete,Value 3,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case2983,Closed,30:49.0,Variant 1,1,Fluxicon Disco,Variant 1,1,Value 5,Variant 1,1,Variant 1,Value 27,complete,Value 3,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case2984,Assign seriousness,06:08.0,Variant 6,6,Fluxicon Disco,Variant 6,6,Value 1,Variant 6,6,Variant 6,Value 245,complete,Value 1,Value 1,Value 1,Value 1,Value 3,Value 1,Value 1,Value 1
Case2984,Take in charge ticket,37:20.0,Variant 6,6,Fluxicon Disco,Variant 6,6,Value 9,Variant 6,6,Variant 6,Value 245,complete,Value 1,Value 1,Value 1,Value 1,Value 3,Value 1,Value 1,Value 1
Case2984,Resolve ticket,32:22.0,Variant 6,6,Fluxicon Disco,Variant 6,6,Value 2,Variant 6,6,Variant 6,Value 245,complete,Value 1,Value 1,Value 1,Value 1,Value 3,Value 1,Value 1,Value 1
Case2984,Resolve ticket,32:22.0,Variant 6,6,Fluxicon Disco,Variant 6,6,Value 2,Variant 6,6,Variant 6,Value 245,complete,Value 1,Value 1,Value 1,Value 1,Value 3,Value 1,Value 1,Value 1
Case2984,Closed,32:34.0,Variant 6,6,Fluxicon Disco,Variant 6,6,Value 3,Variant 6,6,Variant 6,Value 245,complete,Value 1,Value 1,Value 1,Value 1,Value 3,Value 1,Value 1,Value 1
Case2985,Assign seriousness,52:55.0,Variant 166,166,Fluxicon Disco,Variant 166,166,Value 1,Variant 185,185,Variant 185,Value 58,complete,Value 1,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case2985,Take in charge ticket,55:15.0,Variant 166,166,Fluxicon Disco,Variant 166,166,Value 4,Variant 185,185,Variant 185,Value 58,complete,Value 1,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case2985,Take in charge ticket,58:53.0,Variant 166,166,Fluxicon Disco,Variant 166,166,Value 2,Variant 185,185,Variant 185,Value 58,complete,Value 1,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case2985,Require upgrade,32:44.0,Variant 166,166,Fluxicon Disco,Variant 166,166,Value 2,Variant 185,185,Variant 185,Value 58,complete,Value 1,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case2985,Resolve ticket,29:47.0,Variant 166,166,Fluxicon Disco,Variant 166,166,Value 2,Variant 185,185,Variant 185,Value 58,complete,Value 1,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case2985,Closed,50:18.0,Variant 166,166,Fluxicon Disco,Variant 166,166,Value 5,Variant 185,185,Variant 185,Value 58,complete,Value 1,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case2986,Assign seriousness,22:42.0,Variant 1,1,Fluxicon Disco,Variant 1,1,Value 1,Variant 1,1,Variant 1,Value 51,complete,Value 8,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case2986,Take in charge ticket,22:50.0,Variant 1,1,Fluxicon Disco,Variant 1,1,Value 1,Variant 1,1,Variant 1,Value 51,complete,Value 8,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case2986,Resolve ticket,59:37.0,Variant 1,1,Fluxicon Disco,Variant 1,1,Value 1,Variant 1,1,Variant 1,Value 51,complete,Value 8,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case2986,Closed,30:10.0,Variant 1,1,Fluxicon Disco,Variant 1,1,Value 5,Variant 1,1,Variant 1,Value 51,complete,Value 8,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case2987,Assign seriousness,59:53.0,Variant 1,1,Fluxicon Disco,Variant 1,1,Value 1,Variant 1,1,Variant 1,Value 104,complete,Value 1,Value 1,Value 1,Value 1,Value 3,Value 1,Value 1,Value 1
Case2987,Take in charge ticket,00:03.0,Variant 1,1,Fluxicon Disco,Variant 1,1,Value 1,Variant 1,1,Variant 1,Value 104,complete,Value 1,Value 1,Value 1,Value 1,Value 3,Value 1,Value 1,Value 1
Case2987,Resolve ticket,31:26.0,Variant 1,1,Fluxicon Disco,Variant 1,1,Value 1,Variant 1,1,Variant 1,Value 104,complete,Value 1,Value 1,Value 1,Value 1,Value 3,Value 1,Value 1,Value 1
Case2987,Closed,00:48.0,Variant 1,1,Fluxicon Disco,Variant 1,1,Value 5,Variant 1,1,Variant 1,Value 104,complete,Value 1,Value 1,Value 1,Value 1,Value 3,Value 1,Value 1,Value 1
Case2988,Assign seriousness,02:26.0,Variant 8,8,Fluxicon Disco,Variant 8,8,Value 14,Variant 8,8,Variant 8,Value 116,complete,Value 1,Value 1,Value 1,Value 2,Value 2,Value 1,Value 1,Value 1
Case2988,Resolve ticket,44:06.0,Variant 8,8,Fluxicon Disco,Variant 8,8,Value 2,Variant 8,8,Variant 8,Value 116,complete,Value 1,Value 1,Value 1,Value 2,Value 2,Value 1,Value 1,Value 1
Case2988,Resolve ticket,44:07.0,Variant 8,8,Fluxicon Disco,Variant 8,8,Value 2,Variant 8,8,Variant 8,Value 116,complete,Value 1,Value 1,Value 1,Value 2,Value 2,Value 1,Value 1,Value 1
Case2988,Closed,44:24.0,Variant 8,8,Fluxicon Disco,Variant 8,8,Value 3,Variant 8,8,Variant 8,Value 116,complete,Value 1,Value 1,Value 1,Value 2,Value 2,Value 1,Value 1,Value 1
Case2989,Assign seriousness,31:37.0,Variant 1,1,Fluxicon Disco,Variant 1,1,Value 1,Variant 1,1,Variant 1,Value 92,complete,Value 3,Value 1,Value 1,Value 2,Value 2,Value 2,Value 1,Value 2
Case2989,Take in charge ticket,13:50.0,Variant 1,1,Fluxicon Disco,Variant 1,1,Value 6,Variant 1,1,Variant 1,Value 92,complete,Value 3,Value 1,Value 1,Value 2,Value 2,Value 2,Value 1,Value 2
Case2989,Resolve ticket,20:57.0,Variant 1,1,Fluxicon Disco,Variant 1,1,Value 6,Variant 1,1,Variant 1,Value 92,complete,Value 3,Value 1,Value 1,Value 2,Value 2,Value 2,Value 1,Value 2
Case2989,Closed,40:29.0,Variant 1,1,Fluxicon Disco,Variant 1,1,Value 5,Variant 1,1,Variant 1,Value 92,complete,Value 3,Value 1,Value 1,Value 2,Value 2,Value 2,Value 1,Value 2
Case299,Assign seriousness,33:42.0,Variant 2,2,Fluxicon Disco,Variant 2,2,Value 9,Variant 2,2,Variant 2,Value 136,complete,Value 1,Value 1,Value 1,Value 1,Value 3,Value 1,Value 1,Value 1
Case299,Take in charge ticket,54:04.0,Variant 2,2,Fluxicon Disco,Variant 2,2,Value 2,Variant 2,2,Variant 2,Value 136,complete,Value 1,Value 1,Value 1,Value 1,Value 3,Value 1,Value 1,Value 1
Case299,Wait,31:42.0,Variant 2,2,Fluxicon Disco,Variant 2,2,Value 9,Variant 2,2,Variant 2,Value 136,complete,Value 1,Value 1,Value 1,Value 1,Value 3,Value 1,Value 1,Value 1
